Input sentence,Output sentence
"মানুষের যেমন সুস্থভাবে বাঁচার অধিকার থাকিবে , তেমনি তাদের স্বাভাবিক মৃত্যুর অধিকার আছে ।","মানুষের যেমন সুস্থভাবে বাঁচার অধিকার আছে , তেমনি তাদের স্বাভাবিক মৃত্যুর অধিকার আছে ।"
"আসলে ওরাও তো আর আলাদা করে খুব বেশি মানুষ থাকিবে না , বেশির ভাগই ছিল দরিদ্র , ইললিগ্যাল ইমিগ্রেন্ট , এশিয়ার , লাতিন আমেরিকার ।","আসলে ওরাও তো আর আলাদা করে খুব বেশি মানুষ ছিল না , বেশির ভাগই ছিল
দরিদ্র , ইললিগ্যাল ইমিগ্রেন্ট , এশিয়ার , লাতিন আমেরিকার ।"
"তার প্রতি ভালোবাসা যেমন আছে আমার , প্রচন্ড ক্ষোভও ছিল তাই ।","তার প্রতি ভালোবাসা যেমন ছিল আমার , প্রচন্ড ক্ষোভও ছিল তাই ।"
"জীবন নিয়ে রুদ্র যতই হেলাফেলা করুক , কবিতা নিয়ে করেনি , কবিতায় সে সুস্থ থাকিবে , নিষ্ঠ ছিল , স্বপ্নময় ছিল ।","জীবন নিয়ে রুদ্র যতই হেলাফেলা করুক , কবিতা নিয়ে করেনি , কবিতায় সে সুস্থ ছিল , নিষ্ঠ ছিল , স্বপ্নময় ছিল ।"
"কাগজে এখন লেখালেখি হচ্ছে রুদ্র সত্তর দশকের অন্যতম প্রধান কবি , স্বৈরাচার বিরোধী আন্দোলনে রুদ্রর ভূমিকা এক আছে সেই ছিল , রুদ্র আপসহীন ছিল , জাতীয় কবিতা পরিষদ ও সম্মিলিত সাংস্কৃতিক জোটের সে প্রতিষ্ঠাতা সদস্য ছিল ।","কাগজে এখন লেখালেখি হচ্ছে রুদ্র সত্তর দশকের অন্যতম প্রধান কবি , স্বৈরাচার বিরোধী আন্দোলনে রুদ্রর ভূমিকা এক ছিল সেই ছিল , রুদ্র আপসহীন ছিল , জাতীয় কবিতা পরিষদ ও সম্মিলিত সাংস্কৃতিক জোটের সে প্রতিষ্ঠাতা সদস্য ছিল ।"
"হ্যাঁ আছে , রুদ্র কত কিছুই ছিল ।","হ্যাঁ ছিল , রুদ্র কত কিছুই ছিল ।"
"রুদ্রর কবিতা শুনবে লোকে হাততালি দেয় , অগ্রজ কবিরা বাহবা দেয় , কিন্তু কেউ খবর নেয়নি _ _ এই ঢাকা শহরে রুদ্রর অর্থ উপার্জনের কোনো পথ ছিল না , কোনো কাজ জোটেনি রুদ্রর , পত্রিকা অফিসগুলোয় কিছু একটা কাজের জন্য রুদ্র ঘুরেছে , কেউ তাকে কাজ দেয়নি ।","রুদ্রর কবিতা শুনলে লোকে হাততালি দেয় , অগ্রজ কবিরা বাহবা দেয় , কিন্তু কেউ খবর নেয়নি _ _ এই ঢাকা শহরে রুদ্রর অর্থ উপার্জনের কোনো পথ ছিল না , কোনো কাজ জোটেনি রুদ্রর , পত্রিকা অফিসগুলোয় কিছু একটা কাজের জন্য রুদ্র ঘুরেছে , কেউ তাকে কাজ দেয়নি ।"
"চারদিকে সকলেই ব্যস্ত , কেবল রুদ্রই আছে পৃথক একটি মানুষ , তারই ছিল কেবল না ফুরনো দীর্ঘ অবসর ।","চারদিকে সকলেই ব্যস্ত , কেবল রুদ্রই ছিল পৃথক একটি মানুষ , তারই ছিল কেবল না ফুরনো দীর্ঘ অবসর ।"
"ঘরে ফিরে যাওয়া সুস্থ মানুষটিকে দেখতে গিয়ে দেখি ঘর ভর্তি মানুষ , লেবানের ঘ্রাণ , রুদ্র চোখ বুজে শুলে আছে , রুদ্রর সারা শরীর সাদা কাপড়ে ঢাকা ।","ঘরে ফিরে যাওয়া সুস্থ মানুষটিকে দেখতে গিয়ে দেখি ঘর ভর্তি মানুষ , লেবানের ঘ্রাণ , রুদ্র চোখ বুজে শুয়ে আছে , রুদ্রর সারা শরীর সাদা কাপড়ে ঢাকা ।"
"কিন্তু মুসলমানদের মাথার ওপর সপ্তম শতাব্দীর আইন , যেমন থাকিবে তেমনই আছে , সংস্কারের কিছুই হয়নি এতকাল , আর ভারতবর্ষের সব মুসলমানকে মাথা পেতে বরণ করতে হচ্ছে এই পচা পুরোনো আইন , এই আইন তারা পছন্দ করুক বা না করুক ।","কিন্তু মুসলমানদের মাথার ওপর সপ্তম শতাব্দীর আইন , যেমন ছিল তেমনই আছে , সংস্কারের কিছুই হয়নি এতকাল , আর ভারতবর্ষের সব মুসলমানকে মাথা পেতে বরণ করতে হচ্ছে এই পচা পুরোনো আইন , এই আইন তারা পছন্দ করুক বা না করুক ।"
"‘ধর্মনিরপেক্ষ’ বলে যাদের খ্যাতি থাকিবে , তারা রাগ করেছে শুনে ।","‘ধর্মনিরপেক্ষ’ বলে যাদের খ্যাতি আছে , তারা রাগ করেছে শুনে ।"
"নীলাকে একদিন হাতে খেতে দেখে বেনোয়া বড় বড় চোখ করে যেন আফ্রিকার জঙ্গল দেখছে তাকিয়েছিল বলে নীলা হাত ধুয়ে কাঁটা আর ছুরিতে খেতে শুরু করে , দেখে বেনোয়া সান্ত্বনা দিয়ে বলেছে , হাতেই খাইলে না , লজ্জা কীসের , আমরা আর কবে থেকে কাঁটা ছুরিতে খাই !","নীলাকে একদিন হাতে খেতে দেখে বেনোয়া বড় বড় চোখ করে যেন আফ্রিকার জঙ্গল দেখছে তাকিয়েছিল বলে নীলা হাত ধুয়ে কাঁটা আর ছুরিতে খেতে শুরু করে , দেখে বেনোয়া সান্ত্বনা দিয়ে বলেছে , হাতেই খাও না , লজ্জা কীসের , আমরা আর কবে থেকে কাঁটা ছুরিতে খাই !"
"বেনোয়ার নতুন একটি আগ্রহ জন্মেছে , মৈথুনের পুরোটা সময় জুড়ে সে নীলার কন্ঠে বাংলা শোন চায় , তোমাকে ভালবাসি থেকে শুরু করে তোমাকে আরও চাই , আরও গভীরে , এরকম যত যৌনআবদার বা সুখার্তনাদ আছে , সব ।","বেনোয়ার নতুন একটি আগ্রহ জন্মেছে , মৈথুনের পুরোটা সময় জুড়ে সে নীলার কন্ঠে বাংলা শুনতে চায় , তোমাকে ভালবাসি থেকে শুরু করে তোমাকে আরও চাই , আরও গভীরে , এরকম যত যৌনআবদার বা সুখার্তনাদ আছে , সব ।"
"এত নামী শিল্পী , এত বড় মাপের মানুষ পিকাসো… নীলা বলে , বড় শিল্পী হয়তো , মানুষ হিসেবে অত্যন্ত ছোট থাকিবেন , ফ্রাসোয়াজ তো লিখে গেছে জীবন কেমন ছিল পিকাসোর ।","এত নামী শিল্পী , এত বড় মাপের মানুষ পিকাসো…
 নীলা বলে , বড় শিল্পী হয়তো , মানুষ হিসেবে অত্যন্ত ছোট ছিলেন , ফ্রাসোয়াজ তো লিখে গেছে জীবন কেমন ছিল পিকাসোর ।"
"উদ্দেশ্য ডিভোর্সের কথা জানানো , অনির্বাণ আর নিখিলের চিঠির প্রাপ্তিস্বীকার করা , নীলা যে বেঁচে থাকিবে , এবং ভালই বেঁচে আছে , সে খবরটি দেওয়া ।","উদ্দেশ্য ডিভোর্সের কথা জানানো , অনির্বাণ আর নিখিলের চিঠির প্রাপ্তিস্বীকার করা , নীলা যে বেঁচে আছে , এবং ভালই বেঁচে আছে , সে খবরটি দেওয়া ।"
"নিকল মিশেল রিতা এই তিনজনের দুজন প্যারিসে নেই , একজন জানাল , ঠিক এই দিনটিতে কোনও এক বন্ধুর সঙ্গে তার কফি খাবার কথা ছিল , আর এ ব্যাপারটি পাকা হয়ে আছে গত চার মাস থেকে , সুতরাং হচ্ছে না ।","নিকল মিশেল রিতা এই তিনজনের দুজন প্যারিসে নেই , একজন জানাল , ঠিক এই দিনটিতে কোনও এক বন্ধুর সঙ্গে তার কফি খাবার কথা আছে , আর এ ব্যাপারটি পাকা হয়ে আছে গত চার মাস থেকে , সুতরাং হচ্ছে না ।"
জুয়েলের এ দেশে আসার গল্পটি শুনো শুনতে নীলা গেলাসে আরও ওয়াইন ঢালে ।,জুয়েলের এ দেশে আসার গল্পটি শুনতে শুনতে নীলা গেলাসে আরও ওয়াইন ঢালে ।
"বাইরেটা দেখলে অবশ্য আলাদা মনে হয় , সুন্দর সুন্দর প্রেমের বাক্য আওড়াও , যখন তখন চুমু খাইবে , লেডিস ফার্স্ট বলে লেডিসদের আগে যেতে দাও , বা ফুল বাড়িয়ে দাও , বা রান্নাঘরে এটা সেটা করতে সাহায্য করো , বা রাস্তায় প্যারামবুলেটর ঠেলো , তোমাদের মধ্যে খুব ভেতরে , অদ্ভুত এক মিল আছে ।","বাইরেটা দেখলে অবশ্য আলাদা মনে হয় , সুন্দর সুন্দর প্রেমের বাক্য আওড়াও , যখন তখন চুমু খাও , লেডিস ফার্স্ট বলে লেডিসদের আগে যেতে দাও , বা ফুল বাড়িয়ে দাও , বা রান্নাঘরে এটা সেটা করতে সাহায্য করো , বা রাস্তায় প্যারামবুলেটর ঠেলো , তোমাদের মধ্যে খুব ভেতরে , অদ্ভুত এক মিল আছে ।"
"গৌরের জয় গেয়েছিল আর্যরা , গৌর উত্তম , কালো অধম , গৌর প্রভু , কালো দাস , গৌর বড় , কালো ছোট , বড় জাত , ছোট জাত , ওই থাকিবে ধর্ম ওদের , ওই ছিল সমাজ ।","গৌরের জয় গেয়েছিল আর্যরা , গৌর উত্তম , কালো অধম , গৌর প্রভু , কালো দাস , গৌর বড় , কালো ছোট , বড় জাত , ছোট জাত , ওই ছিল ধর্ম ওদের , ওই ছিল সমাজ ।"
"নীলার রক্তকণিকাতেও আছে ওই বিশ্বাস , মস্তিষ্কের কোষে কোষে ছিল , ঝেড়ে বিদেয় করলেও কোথায় যেন সামান্য থেকে যায় , ওই সামান্যটুকুর শেষ কণা নিশ্চিহ্ন করা সহজ নয় , সে জানে , তবে সে কঠিন কাজটিই করে তৃপ্তি পেয়েছে ।","নীলার রক্তকণিকাতেও ছিল ওই বিশ্বাস , মস্তিষ্কের কোষে কোষে ছিল , ঝেড়ে বিদেয় করলেও কোথায় যেন সামান্য থেকে যায় , ওই সামান্যটুকুর শেষ কণা নিশ্চিহ্ন করা সহজ নয় , সে জানে , তবে সে কঠিন কাজটিই করে তৃপ্তি পেয়েছে ।"
"ওখানে দারিদ্র্য থাকিবে , কষ্ট আছে , কুসংস্কার আছে , এখানেও আছে ।","ওখানে দারিদ্র্য আছে , কষ্ট আছে , কুসংস্কার আছে , এখানেও আছে ।"
"শোন শুনতে যখন আর তিষ্ঠোতে না পারবো তখন তোমাকে ওই চৌরাস্তায় তুলে একশ লোককে দেখিয়ে চুমু খাবো , যা হয় হবে ।","শুনতে শুনতে যখন আর তিষ্ঠোতে না পারবো তখন তোমাকে ওই চৌরাস্তায় তুলে একশ
লোককে দেখিয়ে চুমু খাবো , যা হয় হবে ।"
"অভিজিতের নৃশংস হত্যাকাণ্ড দেখার পর দেশে ফেরার আমার যে দুর্দমনীয় ইচ্ছে থাকিবে , সেটি মরে পড়ে রয়েছে উপুড় হয়ে , যেভাবে অভিজিৎ পড়ে ছিল নিজের রক্তের ওপর ।","অভিজিতের নৃশংস হত্যাকাণ্ড দেখার পর দেশে ফেরার আমার যে দুর্দমনীয় ইচ্ছে ছিল , সেটি মরে পড়ে রয়েছে উপুড় হয়ে , যেভাবে অভিজিৎ পড়ে ছিল নিজের রক্তের ওপর ।"
"মানুষ কী খাবে , কী পান করবে , কী গান শোনে , কী ছবি আঁকবে , কী ভাববে , কী পড়বে , কী লিখবে , কী বলবে , কোথায় যাবে , কোথায় যাবে না , কী পোশাক পরবে , কার সঙ্গে মিশবে , কার সঙ্গে শোবে –তা বলে দেওয়ার লোক বাড়ছে ।","মানুষ কী খাবে , কী পান করবে , কী গান শুনবে , কী ছবি আঁকবে , কী ভাববে , কী পড়বে , কী লিখবে , কী বলবে , কোথায় যাবে , কোথায় যাবে না , কী পোশাক পরবে , কার সঙ্গে মিশবে , কার সঙ্গে শোবে –তা বলে দেওয়ার লোক বাড়ছে ।"
"মূলত আমার চুল গুলো আমার জন্য আমার মাথায় আছে না , ছিল মার জন্য ।","মূলত আমার চুল গুলো আমার জন্য আমার মাথায় ছিল না , ছিল মার জন্য ।"
"প্রসূন মুখার্জি আমার বাড়িতে এসে ঘণ্টাদুয়েক থাকিবেন , আমাকে কলকাতা ছাড়তে বলছেন , শুনে মানস ঘোষ ঠিক কী বলা উচিত কিছু বুঝতে পারছেন না ।","প্রসূন মুখার্জি আমার বাড়িতে এসে ঘণ্টাদুয়েক ছিলেন , আমাকে কলকাতা ছাড়তে বলছেন , শুনে মানস ঘোষ ঠিক কী বলা উচিত কিছু বুঝতে পারছেন না ।"
"সু–শোনো , তোমাকে যে জরুরি কারণে ফোন করেছি , তা হল , পুলিশের কাছে খবর ছিল , এখানে কিছু অবাঙালি মুসলমান তোমাকে মেরে ফেলার জন্য তৈরি হয়ে আছে ।","সু–শোনো , তোমাকে যে জরুরি কারণে ফোন করেছি , তা হল , পুলিশের কাছে খবর আছে , এখানে কিছু অবাঙালি মুসলমান তোমাকে মেরে ফেলার জন্য তৈরি হয়ে আছে ।"
"নীলা উচ্ছ্বসিত , ভাল থাকিব , খুব ভাল আছি ।","নীলা উচ্ছ্বসিত , ভাল আছি , খুব ভাল আছি ।"
"ধীরে ধীরে বেশি অর্ধেক জায়গা ছেড়ে দেবার , হাত পাকে শেকলবন্দি করার এবং নাক ডাকার শব্দ শুনো শুনতে ঘুমিয়ে যেতে অভ্যস্ত হয়েছে সে , এটিকে ধাতস্থ করেছে ধীরে , এটিই মজ্জাগত হবে তার ।","ধীরে ধীরে বেশি অর্ধেক জায়গা ছেড়ে দেবার , হাত পাকে শেকলবন্দি করার এবং নাক ডাকার শব্দ শুনতে শুনতে ঘুমিয়ে যেতে অভ্যস্ত হয়েছে সে , এটিকে ধাতস্থ করেছে ধীরে , এটিই মজ্জাগত হবে তার ।"
"মিথ্যে শুনবে নীলার বড় রাগ হয় , কিন্তু মোজাম্মেলের মিথ্যে শুনতে শুনতে নীলা লক্ষ করে , তার রাগ হচ্ছে না ।","মিথ্যে শুনলে নীলার বড় রাগ হয় , কিন্তু মোজাম্মেলের মিথ্যে শুনতে শুনতে নীলা লক্ষ করে , তার রাগ হচ্ছে না ।"
"নীলা রান্নাঘর থেকে জল পড়ার শব্দকে আড়াল করে উঁচু স্বরে বলে , তুমি তো ডিম খাইলে দুধ খাও , এ সব তো আমিষ ।","নীলা রান্নাঘর থেকে জল পড়ার শব্দকে আড়াল করে উঁচু স্বরে বলে , তুমি তো ডিম খাও দুধ খাও , এ সব তো আমিষ ।"
"বিবেকানন্দ নিয়ে নীলার মনে খুঁতখুঁতি থাকিবে , লোকটি মেয়েদের বাল্যবিবাহের পক্ষে ছিলেন , বিধবাবিবাহের বিপক্ষে ছিলেন ।","বিবেকানন্দ নিয়ে নীলার মনে খুঁতখুঁতি আছে , লোকটি মেয়েদের বাল্যবিবাহের পক্ষে ছিলেন , বিধবাবিবাহের বিপক্ষে ছিলেন ।"
"আর আমরা হাসিব না , ভয়ে হাসি না , কারণ রামশর্মা নামে এক বদমাশ লোক বলে গেছে , যত হাসি তত কান্না ।","আর আমরা হাসি না , ভয়ে হাসি না , কারণ রামশর্মা নামে এক বদমাশ লোক বলে গেছে , যত হাসি তত কান্না ।"
"কিষানও হাসিল , কোদালি হাসি ।","কিষানও হাসে , কোদালি হাসি ।"
"আর ক্যাফেতে যাবে কেন , ঘরে চা থাকিবে , সে বানিয়ে খাও ।","আর ক্যাফেতে যাবে কেন , ঘরে চা আছে , সে বানিয়ে খাও ।"
"এই দ্বীপটিতে , এই ইল দ্য লা সিতের আছে সবচেয়ে পুরনো বসতি , এখানেই এক উপজাতি জেলেদলের নাম ছিল পারিসি ।","এই দ্বীপটিতে , এই ইল দ্য লা সিতের ছিল সবচেয়ে পুরনো বসতি , এখানেই এক উপজাতি জেলেদলের নাম ছিল পারিসি ।"
"বলেনি কারণ নীলা সানালের সঙ্গেই চেয়েছে বলতে , যে সানালের দুর্নাম ছিল অন্যের বউয়ের সঙ্গে রং তামাশা করার , যে সানালের দুর্নাম আছে অন্যের বউয়ের ওপর ঝাঁপিয়ে পড়ার , অন্যের বউকে ভাগিয়ে নিয়ে যাবার , সেই সানালকেই নীলা চেয়েছিল তাকেও যেন ভাগিয়ে নেয় এ বাড়ি থেকে , যে করে হোক ।","বলেনি কারণ নীলা সানালের সঙ্গেই চেয়েছে বলতে , যে সানালের দুর্নাম আছে অন্যের বউয়ের সঙ্গে রং তামাশা করার , যে সানালের দুর্নাম আছে অন্যের বউয়ের ওপর ঝাঁপিয়ে পড়ার , অন্যের বউকে ভাগিয়ে নিয়ে যাবার , সেই সানালকেই নীলা চেয়েছিল তাকেও যেন ভাগিয়ে নেয় এ বাড়ি থেকে , যে করে হোক ।"
বলে সুনীল হাসিল দম টানা হাসি ।,বলে সুনীল হাসে দম টানা হাসি ।
"বাড়ি আছে না , তো কোথায় ছিল ?","বাড়ি ছিল না , তো কোথায় ছিল ?"
বড় খাইব খাই তোমার ।,বড় খাই খাই তোমার ।
". দানিয়েল আর ক্যাথারিন যতক্ষণ আছে বাড়িতে , কিষান শুয়ে ছিল শোবার ঘরের দরজা বন্ধ করে ।",". 
দানিয়েল আর ক্যাথারিন যতক্ষণ ছিল বাড়িতে , কিষান শুয়ে ছিল শোবার ঘরের দরজা বন্ধ করে ।"
"তুমি আমাকে বললে না যে তোমার কোনও কষ্ট আর ছিল , বললে না ব্যথাটা আছে ।","তুমি আমাকে বললে না যে তোমার কোনও কষ্ট আর আছে , বললে না ব্যথাটা আছে ।"
"তুমি বেশ বুঝতে পারছিলে , ওই রক্তপাতের সঙ্গে তোমার ওই ভয়ংকর অসুখের কোনও সম্পর্ক থাকিবে আর ওই ভয়ংকর অসুখের সঙ্গে তোমার পেটের ব্যথাটিরও সম্পর্ক আছে ।","তুমি বেশ বুঝতে পারছিলে , ওই রক্তপাতের সঙ্গে তোমার ওই ভয়ংকর অসুখের কোনও সম্পর্ক আছে আর ওই ভয়ংকর অসুখের সঙ্গে তোমার পেটের ব্যথাটিরও সম্পর্ক আছে ।"
"সাদায় আমার ভক্তি আছে , তোমার কাছে সাদা - কালো - বাদামি মানুষ হিসেবে সবাই সমান ছিল ।","সাদায় আমার ভক্তি ছিল , তোমার কাছে সাদা - কালো - বাদামি মানুষ হিসেবে সবাই সমান ছিল ।"
"আগ বাড়িয়ে নিজের নাম পরিচয় দিয়ে সুবিধে চাইবো , সে রুচি আমার কোনওদিনই থাকিবে না , তখনও হয়নি যখন তোমার জন্য সুবিধের বড় দরকার ছিল ।","আগ বাড়িয়ে নিজের নাম পরিচয় দিয়ে সুবিধে চাইবো , সে রুচি আমার কোনওদিনই ছিল না , তখনও হয়নি যখন তোমার জন্য সুবিধের বড় দরকার ছিল ।"
"অন্য লোকের বাড়ির নিচতলায় পড়ে থাকিবে , যতদিন ছিলে ।","অন্য লোকের বাড়ির নিচতলায় পড়ে ছিলে , যতদিন ছিলে ।"
"বাবা যে নিজেই আসতে চায়নি , সে কথা আমাকে বলেছো , বলেছে যে বাবা ভালো থাকিবে , তারপরও আমি বিশ্বাস করিনি যে বাবা ভালো আছে ।","বাবা যে নিজেই আসতে চায়নি , সে কথা আমাকে বলেছো , বলেছে যে বাবা ভালো আছে , তারপরও আমি বিশ্বাস করিনি যে বাবা ভালো আছে ।"
"তোমাকে অনেক অনেক ভালোবাসা দেবার জন্য হৃদয় পেতে বসে থাকিব মা , তোমার কাছে পৌঁছোবার কোনও সাধ্য আমার ছিল না ।","তোমাকে অনেক অনেক ভালোবাসা দেবার জন্য হৃদয় পেতে বসে ছিলাম মা , তোমার কাছে পৌঁছোবার কোনও সাধ্য আমার ছিল না ।"
"ওর ভেতরে যে আবেগ আছে , যে ভালোবাসা ছিল , সে কোথায় গেল , আমি বুঝে পাই না ।","ওর ভেতরে যে আবেগ ছিল , যে ভালোবাসা ছিল , সে কোথায় গেল , আমি বুঝে পাই না ।"
"আমার কোনও ঘুম থাকিবে না মা , রাত দিন আমি কুঁদ হয়ে ছিলাম তোমার জন্য কোনও চিকিৎসা পেতে ।","আমার কোনও ঘুম ছিল না মা , রাত দিন আমি কুঁদ হয়ে ছিলাম তোমার জন্য কোনও চিকিৎসা পেতে ।"
"আসলে কী জানো , বিদেশের ভাবসাব দেখে , বর্ণবাদের বিরুদ্ধে তাদের বিস্তর শ্লোগান টোগান শুনতে বিশ্বাস হয়না সাদাদের বেশির ভাগের রন্ধ্রে রন্ধ্রেলুকিয়ে আছে বর্ণবাদ ।","আসলে কী জানো , বিদেশের ভাবসাব দেখে , বর্ণবাদের বিরুদ্ধে তাদের বিস্তর শ্লোগান টোগান শুনে বিশ্বাস হয়না সাদাদের বেশির ভাগের রন্ধ্রে রন্ধ্রেলুকিয়ে আছে বর্ণবাদ ।"
"দ্বিজাতিতত্ত্বের ব্যাপারটা ভুল আছে না , ঠিকই ছিল ।","দ্বিজাতিতত্ত্বের ব্যাপারটা ভুল ছিল না , ঠিকই ছিল ।"
"না , যেমন থাকিবে চারদিক , তেমনই আছে ।","না , যেমন ছিল চারদিক , তেমনই আছে ।"
"নিশ্চয়ই থাকিবে , এবং এখনও আছে ।","নিশ্চয়ই ছিল , এবং এখনও আছে ।"
"ঠোঁটদুটো কাঁপছে আমার , কান লাল হয়ে ছিল , নাকে গালে রক্ত জমে আছে , হাতের আঙুলগুলো সাদা , হিম হয়ে থাকা সাদা , আঙুলগুলোকে আঙুল বলে বোধ হচ্ছে না , কয়েক লক্ষ সুঁই যেন বিঁধে আছে আঙুলে , আমি কিছু শুনতে পাচ্ছি না আর , কিছুকে দেখতে পাচ্ছি না , সব সাদা , মৃত্যুর মত নৈঃশব্দের মত চন্দ্রমল্লিকার মত একটু একটু করে রক্তহীন হচ্ছে ত্বক , একটু একটু করে তীব্র তীক্ষ্ণ শীতার্ত দাঁত আমাকে খেতে খেতে খেতে খেতে আমার পা থেকে , হাত থেকে উরুর দিকে বাহুর দিকে হৃদপিণ্ডের দিকে উঠে আসছে , উঠে আসছে ।","ঠোঁটদুটো কাঁপছে আমার , কান লাল হয়ে আছে , নাকে গালে রক্ত জমে আছে , 
হাতের আঙুলগুলো সাদা , হিম হয়ে থাকা সাদা , 
আঙুলগুলোকে আঙুল বলে বোধ হচ্ছে না , কয়েক লক্ষ সুঁই যেন বিঁধে আছে আঙুলে , 
আমি কিছু শুনতে পাচ্ছি না আর , কিছুকে দেখতে পাচ্ছি না , 
সব সাদা , মৃত্যুর মত নৈঃশব্দের মত চন্দ্রমল্লিকার মত
একটু একটু করে রক্তহীন হচ্ছে ত্বক , 
একটু একটু করে তীব্র তীক্ষ্ণ শীতার্ত দাঁত আমাকে খেতে খেতে খেতে খেতে
আমার পা থেকে , হাত থেকে উরুর দিকে বাহুর দিকে হৃদপিণ্ডের দিকে উঠে আসছে , 
উঠে আসছে ।"
"বাড়িতে তাদের পুজো - আচ্চা একেবারেই নিষেধ থাকিবে , কিন্তু দল বেধে পুজো দেখতে যাওয়া , আরতিতে শখের নাচা , পুজো মণ্ডপের গানে তাল দেওয়া , দু - চারটে নাডু টাডু খাওয়া এসবে সে আপত্তি করেনি ।","বাড়িতে তাদের পুজো - আচ্চা একেবারেই নিষেধ ছিল , কিন্তু দল বেধে পুজো দেখতে যাওয়া , আরতিতে শখের নাচা , পুজো মণ্ডপের গানে তাল দেওয়া , দু - চারটে নাডু টাডু খাওয়া এসবে সে আপত্তি করেনি ।"
"গল্প শুনো শুনতে আমি লতাপাতাদের ঘর টোনাটুনির জীবন মনের ভেতর সাজিয়ে নিই , পরে ওর বাড়ি গিয়ে লতা পাতা টোনা টুনিকে দেখি , মামুলি কিছু কথাও হয় ।","গল্প শুনতে শুনতে আমি লতাপাতাদের ঘর টোনাটুনির জীবন মনের ভেতর সাজিয়ে নিই , পরে ওর বাড়ি গিয়ে লতা পাতা টোনা টুনিকে দেখি , মামুলি কিছু কথাও হয় ।"
"মেয়েটি দেখতে ঠিক এরকমই থাকিবে , আমাদের সামনে ছিল খোলা কবিতার খাতা , সামনে ছিল খোলা জানালা , জানালার ওপারে ছিল ধু ধু মাঠ , আকাশ এসে গড়াচ্ছে সে মাঠে ।","মেয়েটি দেখতে ঠিক এরকমই ছিল , আমাদের সামনে ছিল খোলা কবিতার খাতা , সামনে ছিল খোলা জানালা , জানালার ওপারে ছিল ধু ধু মাঠ , আকাশ এসে গড়াচ্ছে সে মাঠে ।"
"সম্ভবত রুনির থাকিবে এমন হাসি , অথবা এমন নয় , খানিকটা অন্যরকম ।","সম্ভবত রুনির ছিল এমন হাসি , অথবা এমন নয় , খানিকটা অন্যরকম ।"
"সবচেয়ে বেশি দেখার মধ্যে এক নম্বরে ছিল পাকিস্তান , পাঁচ নম্বরে আছে ভারত ।","সবচেয়ে বেশি দেখার মধ্যে এক নম্বরে আছে পাকিস্তান , পাঁচ নম্বরে আছে ভারত ।"
"অনেক পর্নতারকা জীবনের একটা সময়ে এসে স্বীকার করেছে তাদের ওই ইয়েসগুলো আসলে ইয়েস আছে না , ওগুলো আসলে নো ছিল ।","অনেক পর্নতারকা জীবনের একটা সময়ে এসে স্বীকার করেছে তাদের ওই ইয়েসগুলো আসলে ইয়েস ছিল না , ওগুলো আসলে নো ছিল ।"
"ঝুনুখালা যখন বিউটির কথা বলেন , মিষ্টি হাসিবেন , সেরকম মিষ্টি হাসি লম্বা মেয়েটিও হেসেছিল ।","ঝুনুখালা যখন বিউটির কথা বলেন , মিষ্টি হাসেন , সেরকম মিষ্টি হাসি লম্বা মেয়েটিও হেসেছিল ।"
"এরকম অভিজ্ঞতার মধ্য দিয়ে সকলে আমরা হেঁটে এসেছি , লাশ দেখতে দেখতে , আর্ত চিৎকার শোন শুনতে ।","এরকম অভিজ্ঞতার মধ্য দিয়ে সকলে আমরা হেঁটে এসেছি , লাশ দেখতে দেখতে , আর্ত চিৎকার শুনতে শুনতে ।"
"সেদিন , টিফিন টিফিনের মত ফেলে রেখে বারান্দার রেলিং ধরে একা দাঁড়িয়ে আছি , সামনে দেখার কিছু ছিল না পচা ডোবা বুজে মাঠ - মত বানানো ঊষড় জমি ছাড়া , আমাকে বিষম চমকে দিয়ে পিঠে হাত রেখেছিল রুনি ।","সেদিন , টিফিন টিফিনের মত ফেলে রেখে বারান্দার রেলিং ধরে একা দাঁড়িয়ে ছিলাম , সামনে দেখার কিছু ছিল না পচা ডোবা বুজে মাঠ - মত বানানো ঊষড় জমি ছাড়া , আমাকে বিষম চমকে দিয়ে পিঠে হাত রেখেছিল রুনি ।"
"এ বইমেলা কোনোকালেই ঠিক বইমেলা থাকিবে না আমার কাছে , ছিল প্রাণের মেলা ।","এ বইমেলা কোনোকালেই ঠিক বইমেলা ছিল না আমার কাছে , ছিল প্রাণের মেলা ।"
"বরং খাবার পর বেশী তৃপ্তির ঢেকুর থাকিবে , সিগারেটের ধোঁয়াও যখন ছাড়ল , এত আয়েশ ছিল ওর ধোঁয়া ছাড়ায় , মনে হয়নি ও কাউকে খুঁজতে বেরিয়েছে , এবং খুঁজে পাওয়াটা অত্যন্ত জরুরি ।","বরং খাবার পর বেশী তৃপ্তির ঢেকুর ছিল , সিগারেটের ধোঁয়াও যখন ছাড়ল , এত আয়েশ ছিল ওর ধোঁয়া ছাড়ায় , মনে হয়নি ও কাউকে খুঁজতে বেরিয়েছে , এবং খুঁজে পাওয়াটা অত্যন্ত জরুরি ।"
"তাঁর ডাকটি জেগে থাকা কিরণময়ী শুনলেন , সুরঞ্জন শোনে , সাদা কালো বেড়ালটিও শোনে ।","তাঁর ডাকটি জেগে থাকা কিরণময়ী শোনেন , সুরঞ্জন শোনে , সাদা কালো বেড়ালটিও শোনে ।"
